R_fighter,B_fighter,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Naoki Inoue,Carls John De Tomas,Singapore,Red,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,165.1,180.34,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,125,20,20,0,0,0,0,0,0,0,0,0,-10.16,0.0,0,0.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Ji Yeon Kim,Lucie Pudilova,Singapore,Blue,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,99.0,0.48,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,172.72,170.18,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,170.18,182.88,125,27,23,-1,0,0,0,-1,3,0,0,0,2.54,-12.7,4,99.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Derrick Lewis,Mark Hunt,New Zealand,Blue,FALSE,Heavyweight,MALE,5,2,0,0,2.721.428.571,426.428.571,71.428.571,0.5,242.857.143,4,7,35,1,0,0,1,6,0,0,7,177.8,182.88,265,0,6,0,25.0,576.363.636,0.0,363.636.364,257.272.727,6,2,21,0,0,1,0,8,0,0,9,190.5,200.66,260,32,43,-2,-6,-2,-2,-5,14,1,-2,0,-12.7,-17.78,-11,221.428.571,71.428.571,136.363.636,,Red,KO/TKO,Punches,4.0,03:51,1131.0
Derek Brunson,Daniel Kelly,New Zealand,Red,FALSE,Middleweight,MALE,3,0,4,0,43.0,398.571.429,142.857.143,1.428.571.429,268.571.429,4,1,17,0,0,1,3,1,1,0,6,182.88,177.8,185,2,0,0,23.0,482,0.3,1.3,143,5,3,18,0,0,0,2,4,1,0,7,185.42,195.58,185,33,39,2,4,-1,-1,2,-1,0,-3,0,-2.54,-17.78,-6,20.0,-157.142.857,128.571.429,,Red,KO/TKO,Punch,1.0,01:16,76.0
Dan Hooker,Ross Pearson,New Zealand,Red,FALSE,Lightweight,MALE,3,3,0,0,4.213.636.364,420.909.091,0.0,681.818.182,363.636.364,3,11,57,1,0,2,4,4,0,1,11,172.72,175.26,155,1,0,0,3.383.333.333,445,166.666.667,166.666.667,55,1,3,13,0,0,0,0,2,1,0,3,182.88,190.5,155,27,32,-2,0,2,8,-8,44,1,3,-1,-10.16,-15.24,-5,830.303.031,-166.666.667,515.151.515,,neither,KO/TKO,Knee,2.0,03:02,482.0
Ion Cutelaba,Henrique da Silva,New Zealand,Red,FALSE,Light Heavyweight,MALE,3,2,0,0,40.75,5.825,0.25,0.25,825,2,2,9,0,0,0,0,1,1,0,2,190.5,193.04,205,1,0,0,5.266.666.667,273.333.333,0.0,2.0,283.333.333,1,2,9,0,0,0,1,0,0,0,1,185.42,190.5,205,23,27,-1,0,1,1,0,0,0,1,1,05.08,2.54,-4,-1.191.666.667,0.25,-1.75,,neither,KO/TKO,Punch,1.0,00:22,22.0
Tim Elliott,Ben Nguyen,New Zealand,Blue,FALSE,Flyweight,MALE,3,0,1,0,36.75,4.925,0.75,0.0,0.0,2,1,7,0,0,0,1,1,1,0,3,165.1,165.1,125,0,1,0,52.375,0.5,1.25,4.375,66.875,2,5,24,1,0,0,3,0,0,0,3,170.18,167.64,135,30,28,0,0,0,0,4,-17,-1,1,1,-5.08,-2.54,2,-15.625,-0.5,-4.375,,Red,SUB,Rear Naked Choke,1.0,00:49,49.0
Alexander Volkanovski,Mizuto Hirota,New Zealand,Red,FALSE,Featherweight,MALE,3,0,1,0,56.25,405,0.0,2.25,5.625,1,3,12,0,0,0,1,0,0,0,1,170.18,170.18,155,0,1,0,50.0,0.65,0.0,3.0,1.0,1,0,2,0,0,0,0,1,0,0,1,167.64,180.34,145,28,36,0,0,0,0,-3,10,0,-1,0,2.54,-10.16,-8,6.25,0.0,-0.75,,neither,U-DEC,,3.0,05:00,900.0
Damien Brown,Vinc Pichel,New Zealand,Blue,FALSE,Lightweight,MALE,3,0,2,0,3.366.666.667,346.666.667,333.333.333,5.333.333.333,0.46,2,1,7,0,0,0,2,0,0,0,2,177.8,182.88,155,0,2,0,2.366.666.667,0.46,666.666.667,333.333.333,0.11,2,1,7,0,0,1,0,1,0,0,2,177.8,172.72,155,32,34,0,0,0,0,0,0,0,-1,0,0.0,10.16,-2,10.0,-333.333.334,5.0,,neither,KO/TKO,Punch,1.0,03:37,217.0
Luke Jumeau,Dominique Steele,New Zealand,Red,FALSE,Welterweight,MALE,3,2,0,0,23.75,5.975,0.0,2.5,355,1,3,10,0,0,0,0,1,0,0,1,177.8,187.96,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,29,29,-2,0,1,1,-3,10,0,1,0,-2.54,05.08,0,23.75,0.0,2.5,,neither,U-DEC,,3.0,05:00,900.0
John Moraga,Ashkan Mokhtarian,New Zealand,Red,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,125,3,0,0,30.9,0.39,0.6,0.5,165,2,5,28,1,0,1,0,1,3,0,5,167.64,167.64,125,33,31,3,0,-2,-5,5,-28,-1,-1,-3,0.0,2.54,2,-30.9,-0.6,-0.5,,Red,U-DEC,,3.0,05:00,900.0
Kiichi Kunimoto,Zak Ottow,New Zealand,Blue,FALSE,Welterweight,MALE,3,1,0,0,54.5,0.37,0.5,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,180.34,182.88,170,1,0,0,15.75,0.44,0.25,0.75,0.17,3,1,8,0,0,1,0,0,1,0,3,177.8,180.34,170,36,30,0,0,-2,-2,0,-2,0,0,-1,2.54,2.54,6,38.75,0.25,-0.75,,neither,S-DEC,,3.0,05:00,900.0
JJ Aldrich,Chanmi Jeon,New Zealand,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,165.1,170.18,115,1,0,0,31.0,0.38,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,165.1,170.18,125,24,19,1,0,0,0,1,-3,0,0,0,0.0,0.0,5,-31.0,0.0,0.0,,neither,,,,,
Jose Aldo,Max Holloway,Brazil,Blue,TRUE,Featherweight,MALE,5,0,10,0,661.875,4.275,4.375,0.25,1.875,10,3,40,1,0,1,4,6,2,0,13,180.34,175.26,155,0,1,0,5.655.555.556,403.333.333,333.333.333,1.333.333.333,264.444.444,7,1,36,9,0,0,6,2,0,0,8,170.18,177.8,145,30,25,0,9,3,5,-2,4,-8,4,2,10.16,-2.54,5,963.194.444,104.166.667,-1.083.333.333,12.0,Red,KO/TKO,Punches,3.0,04:13,853.0
Claudia Gadelha,Karolina Kowalkiewicz,Brazil,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,79.75,0.35,0.0,0.0,0.0,3,1,14,1,0,1,2,0,0,0,3,160.02,162.56,115,0,1,0,61.0,416,0.8,5.2,712,1,2,17,1,0,0,3,0,0,0,3,162.56,160.02,115,28,31,-1,-1,2,0,1,-3,0,0,0,-2.54,2.54,-3,18.75,-0.8,-5.2,,Red,SUB,Rear Naked Choke,1.0,03:03,183.0
Vitor Belfort,Nate Marquardt,Brazil,Red,FALSE,Middleweight,MALE,3,1,0,0,2.356.521.739,519.565.217,608.695.652,1.391.304.348,454.347.826,4,10,48,1,0,0,4,6,3,0,13,182.88,187.96,185,3,0,0,1.033.333.333,50.875,333.333.333,0.25,114.583.333,3,10,35,6,0,0,0,11,2,1,14,182.88,187.96,185,40,38,2,0,1,-1,0,13,-5,-6,1,0.0,0.0,2,1.323.188.406,275.362.319,1.141.304.348,,Red,U-DEC,,3.0,05:00,900.0
Paulo Costa,Oluwale Bamgbose,Brazil,Red,FALSE,Middleweight,MALE,3,1,0,0,1.166.666.667,456.666.667,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,180.34,198.12,185,0,1,0,22.0,0.68,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,185.42,182.88,185,26,29,-1,-1,0,0,-2,4,0,0,0,-5.08,15.24,-3,-1.033.333.333,0.0,0.0,,neither,KO/TKO,Punches,2.0,01:06,366.0
Erick Silva,Yancy Medeiros,Brazil,Blue,FALSE,Welterweight,MALE,3,0,1,0,2.733.333.333,0.35,444.444.444,0.0,0.0,2,5,15,0,0,1,0,0,3,0,4,177.8,190.5,155,0,1,0,1.715.384.615,551.538.462,769.230.769,461.538.462,185.384.615,2,6,23,0,0,0,0,2,5,0,7,182.88,187.96,170,32,29,0,0,0,-3,1,-8,0,-2,-2,-5.08,2.54,3,1.017.948.718,-324.786.325,-461.538.462,,neither,KO/TKO,Punch,2.0,02:01,421.0
Raphael Assuncao,Marlon Moraes,Brazil,Red,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,135,0,1,0,47.0,437,0.2,1.1,0.23,7,2,26,0,0,2,4,1,1,0,8,165.1,167.64,135,34,29,0,-1,-7,-8,2,-26,0,-1,-1,2.54,2.54,5,-47.0,-0.2,-1.1,,Red,S-DEC,,3.0,05:00,900.0
Johnny Eduardo,Matthew Lopez,Brazil,Blue,FALSE,Bantamweight,MALE,3,0,1,0,22.0,0.48,1.5,3.0,915,1,1,6,0,0,0,1,0,0,0,1,170.18,175.26,135,0,1,0,24.0,368,0.2,0.0,0.0,2,2,11,0,0,0,1,2,0,0,3,170.18,180.34,135,38,30,0,0,-1,-2,1,-5,0,-2,0,0.0,-5.08,8,-2.0,1.3,3.0,,Red,KO/TKO,Punches,1.0,02:57,177.0
Iuri Alcantara,Brian Kelleher,Brazil,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,135,0,2,0,2.828.571.429,475.714.286,571.428.571,1.071.428.571,368.571.429,3,5,33,0,0,1,4,2,2,0,9,175.26,180.34,135,36,30,0,-2,-3,-9,5,-33,0,-2,-2,-7.62,-12.7,6,-2.828.571.429,-571.428.571,-1.071.428.571,,Red,SUB,Guillotine Choke,1.0,01:48,108.0
Viviane Pereira,Jamie Moyle,Brazil,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,73.0,0.6,0.0,3.0,0.3,1,0,3,0,0,0,1,0,0,0,1,154.94,165.1,115,0,1,0,25.0,0.25,0.0,1.0,1.0,1,0,3,0,0,1,0,0,0,0,1,154.94,160.02,115,23,28,0,0,0,0,0,0,0,0,0,0.0,05.08,-5,48.0,0.0,2.0,,neither,U-DEC,,3.0,05:00,900.0
Luan Chagas,Jimmy Wallhead,Brazil,Red,FALSE,Welterweight,MALE,3,1,0,0,47.0,0.34,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,177.8,185.42,170,2,0,0,43.5,0.4,0.0,0.5,125,0,2,6,0,0,0,0,0,0,0,0,182.88,190.5,170,23,33,1,0,0,0,1,-3,0,0,0,-5.08,-5.08,-10,3.5,0.0,-0.5,,neither,,,,,
Alexander Gustafsson,Glover Teixeira,Sweden,Red,FALSE,Light Heavyweight,MALE,5,0,1,0,3.383.333.333,451.666.667,416.666.667,1.5,358.333.333,5,3,26,1,0,0,2,3,3,1,9,187.96,193.04,205,0,1,0,4.184.615.385,391.538.462,384.615.385,1.307.692.308,324.615.385,6,4,30,2,0,0,3,4,2,0,9,195.58,200.66,205,30,37,0,0,-1,0,1,-4,-1,0,1,-7.62,-7.62,-7,-801.282.052,32.051.282,192.307.692,,Red,KO/TKO,Punches,5.0,01:07,1267.0
Volkan Oezdemir,Misha Cirkunov,Sweden,Red,FALSE,Light Heavyweight,MALE,3,0,4,0,27.0,555,0.75,2.25,0.56,4,0,7,0,0,0,0,1,3,0,4,190.5,195.58,205,0,1,0,82.0,0.45,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,187.96,190.5,205,27,30,0,3,3,3,0,4,0,1,3,2.54,05.08,-3,-55.0,0.75,2.25,,Red,KO/TKO,Punch,1.0,00:28,28.0
Peter Sobotta,Ben Saunders,Sweden,Red,FALSE,Welterweight,MALE,3,0,1,0,2.941.666.667,585,0.75,166.666.667,166.666.667,3,4,25,0,0,1,2,2,3,0,8,187.96,195.58,170,0,1,0,2.285.714.286,0.39,571.428.571,1.571.428.571,377.142.857,2,4,17,0,0,0,2,0,1,0,3,182.88,190.5,170,30,34,0,0,1,5,0,8,0,2,2,05.08,05.08,-4,655.952.381,178.571.429,-1.404.761.904,,neither,KO/TKO,Knee,2.0,02:29,449.0
Abdul Razak Alhassan,Omari Akhmedov,Sweden,Blue,FALSE,Welterweight,MALE,3,0,1,0,2.757.142.857,388.571.429,285.714.286,1.857.142.857,417.142.857,2,3,15,0,0,0,2,2,0,0,4,182.88,185.42,185,0,1,0,12.0,0.54,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,177.8,185.42,170,31,29,0,0,1,3,-3,14,0,1,0,05.08,0.0,2,1.557.142.857,285.714.286,1.857.142.857,,neither,S-DEC,,3.0,05:00,900.0
Oliver Enkamp,Nordine Taleb,Sweden,Blue,FALSE,Welterweight,MALE,3,1,0,0,4.016.666.667,0.53,0.0,2.166.666.667,583.333.333,3,2,16,0,0,1,2,1,0,0,4,185.42,187.96,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,182.88,195.58,170,25,35,-1,0,3,4,-2,16,0,1,0,2.54,-7.62,-10,4.016.666.667,0.0,2.166.666.667,,neither,U-DEC,,3.0,05:00,900.0
Jack Hermansson,Alex Nicholson,Sweden,Red,FALSE,Middleweight,MALE,3,1,0,0,3.866.666.667,446.666.667,0.0,0.0,0.0,1,2,6,0,0,0,0,1,0,0,1,193.04,205.74,185,1,0,0,51.0,0.42,0.0,0.5,0.08,1,1,5,0,0,0,1,0,0,0,1,185.42,195.58,185,28,27,0,0,0,0,-1,1,0,1,0,7.62,10.16,1,-1.233.333.333,0.0,-0.5,,neither,KO/TKO,Punches,1.0,02:00,120.0
Pedro Munhoz,Damian Stasiak,Sweden,Red,FALSE,Bantamweight,MALE,3,0,2,0,8.666.666.667,503.333.333,1.0,2.333.333.333,646.666.667,2,1,7,0,0,0,0,0,2,0,2,165.1,177.8,135,0,2,0,2.783.333.333,525,833.333.333,0.5,0.25,2,3,11,0,0,0,0,1,2,0,3,167.64,165.1,135,30,27,0,0,0,-1,2,-4,0,-1,0,-2.54,12.7,3,-1.916.666.666,166.666.667,1.833.333.333,,Red,U-DEC,,3.0,05:00,900.0
Trevor Smith,Chris Camozzi,Sweden,Red,FALSE,Middleweight,MALE,3,2,0,0,4.388.888.889,487.222.222,333.333.333,222.222.222,97.222.222,4,9,46,0,0,2,4,1,1,1,9,187.96,193.04,185,1,0,0,43.125,54.625,0.75,1.125,21.375,2,4,20,0,0,1,3,0,0,0,4,190.5,190.5,185,36,30,-1,0,2,5,-5,26,0,2,1,-2.54,2.54,6,76.388.889,-416.666.667,-902.777.778,,neither,U-DEC,,3.0,05:00,900.0
Reza Madadi,Joaquim Silva,Sweden,Blue,FALSE,Lightweight,MALE,3,0,2,0,27.5,525,0.0,0.0,0.0,2,0,4,0,0,1,0,1,0,0,2,172.72,175.26,155,1,0,0,3.333.333.333,566.666.667,0.5,2.333.333.333,428.333.333,1,3,17,0,0,0,0,1,2,0,3,180.34,182.88,155,38,28,1,2,1,-1,3,-13,0,0,-2,-7.62,-7.62,10,-583.333.333,-0.5,-2.333.333.333,,neither,S-DEC,,3.0,05:00,900.0
Nico Musoke,Bojan Velickovic,Sweden,Blue,FALSE,Welterweight,MALE,3,2,0,0,28.0,343.333.333,666.666.667,666.666.667,233.333.333,1,2,9,0,0,0,1,0,0,0,1,182.88,193.04,170,1,0,0,45.6,398,0.2,1.0,346,2,2,13,0,0,0,2,0,1,0,3,182.88,190.5,170,31,28,-1,0,-1,-2,0,-4,0,0,-1,0.0,2.54,3,-17.6,466.666.667,-333.333.333,,neither,,,,,
Darren Till,Jessin Ayari,Sweden,Red,FALSE,Welterweight,MALE,3,0,1,0,70.0,0.4,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,182.88,185.42,155,1,0,0,37.0,575,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,182.88,187.96,170,24,24,1,1,0,0,1,-2,0,-1,0,0.0,-2.54,0,33.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Marcin Held,Damir Hadzovic,Sweden,Blue,FALSE,Lightweight,MALE,3,1,0,0,11.0,0.25,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,175.26,177.8,155,2,0,0,26.5,325,0.5,2.5,0.5,0,2,6,0,0,0,0,0,0,0,0,175.26,180.34,155,25,30,1,0,0,0,1,-5,0,0,0,0.0,-2.54,-5,-15.5,-0.5,-2.5,,neither,KO/TKO,Knee,3.0,00:07,607.0
Stipe Miocic,Junior Dos Santos,USA,Red,TRUE,Heavyweight,MALE,5,0,1,0,5.913.333.333,516.666.667,66.666.667,333.333.333,233.333.333,9,3,41,4,0,0,4,8,0,0,12,193.04,195.58,238,0,4,0,50.0,528.333.333,0.0,1.416.666.667,401.666.667,4,2,28,2,0,0,3,7,0,0,10,193.04,203.2,240,34,33,0,-3,5,2,-1,13,2,1,0,0.0,-7.62,1,913.333.333,66.666.667,-1.083.333.334,,Red,KO/TKO,Punch,1.0,02:22,142.0
Joanna Jedrzejczyk,Jessica Andrade,USA,Red,TRUE,Women's Strawweight,FEMALE,5,0,3,0,66.6,0.57,0.5,1.7,574,3,3,21,0,0,1,3,1,2,0,7,154.94,157.48,115,0,7,0,1.185.714.286,452.857.143,0.0,285.714.286,214.285.714,7,0,26,5,0,1,4,2,0,0,7,167.64,165.1,125,29,25,0,-4,-4,0,-3,-5,-5,-1,2,-12.7,-7.62,4,-519.714.286,0.5,1.414.285.714,,Red,U-DEC,,5.0,05:00,1500.0
Demian Maia,Jorge Masvidal,USA,Red,FALSE,Welterweight,MALE,3,0,3,0,5.661.538.462,513.076.923,538.461.538,1.153.846.154,380.769.231,3,4,35,0,0,0,5,3,1,0,9,180.34,187.96,170,0,6,0,2.129.166.667,550.833.333,1.0,2.333.333.333,408.333.333,6,6,62,1,0,0,8,1,9,0,18,185.42,182.88,170,39,32,0,-3,-3,-9,2,-27,-1,2,-8,-5.08,05.08,7,3.532.371.795,-461.538.462,-1.179.487.179,,Red,S-DEC,,3.0,05:00,900.0
Frankie Edgar,Yair Rodriguez,USA,Red,FALSE,Featherweight,MALE,3,0,6,0,57.0,461.666.667,1.166.666.667,1.333.333.333,508.333.333,6,0,18,1,0,2,2,2,0,0,6,180.34,180.34,145,0,1,0,6.219.047.619,0.42,476.190.476,3.142.857.143,318.095.238,5,6,77,8,0,0,9,4,2,0,15,167.64,172.72,145,35,24,0,5,1,-9,6,-59,-7,-2,-2,12.7,7.62,11,-519.047.619,690.476.191,-180.952.381,,Red,KO/TKO,,2.0,05:00,600.0
Krzysztof Jotko,David Branch,USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,14.25,0.46,0.0,2.0,425,2,2,11,0,0,0,2,0,0,0,2,185.42,198.12,185,0,5,0,3.557.142.857,474.285.714,0.0,1.0,344.285.714,5,1,18,0,0,1,4,1,0,0,6,185.42,195.58,185,27,35,-1,-5,-3,-4,-1,-7,0,-1,0,0.0,2.54,-8,-2.132.142.857,0.0,1.0,,Red,S-DEC,,3.0,05:00,900.0
Chas Skelly,Jason Knight,USA,Blue,FALSE,Featherweight,MALE,3,0,3,0,48.5,405,2.25,1.75,325,3,1,11,0,0,1,1,0,1,0,3,177.8,180.34,145,0,2,0,16.5,0.44,1.75,1.125,36.125,4,2,17,0,0,0,1,1,4,0,6,180.34,182.88,145,32,24,0,1,-1,-3,1,-6,0,-1,-3,-2.54,-2.54,8,32.0,0.5,625,,neither,KO/TKO,Punch,3.0,00:39,639.0
Chase Sherman,Rashad Coulter,USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,180.34,193.04,205,2,0,0,39.5,0.33,0.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,193.04,198.12,250,27,35,2,0,0,0,2,-5,0,0,0,-12.7,-5.08,-8,-39.5,0.0,0.0,,neither,KO/TKO,Elbow,2.0,03:36,516.0
James Vick,Polo Reyes,USA,Red,FALSE,Lightweight,MALE,3,0,3,0,65.0,356.666.667,0.0,0.0,0.0,3,0,7,0,0,1,0,2,0,0,3,180.34,180.34,155,0,1,0,3.642.857.143,315.714.286,714.285.714,142.857.143,71.428.571,5,1,15,0,0,0,3,0,3,0,6,190.5,193.04,155,30,32,0,2,-2,-3,1,-8,0,2,-3,-10.16,-12.7,-2,2.857.142.857,-714.285.714,-142.857.143,,neither,,,,,
Jessica Aguilar,Cortney Casey,USA,Blue,FALSE,Women's Strawweight,FEMALE,3,1,0,0,39.4,504,0.2,0.4,0.2,2,3,11,0,0,0,0,1,1,0,2,170.18,170.18,115,1,0,0,70.0,0.37,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,160.02,160.02,115,35,30,0,0,2,2,-2,8,0,1,1,10.16,10.16,5,-30.6,0.2,0.4,,Red,U-DEC,,3.0,05:00,900.0
Gabriel Benitez,Enrique Barzola,USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,55.0,473.333.333,0.0,4.333.333.333,413.333.333,1,1,9,1,0,0,2,0,0,0,2,170.18,177.8,145,0,1,0,33.25,4.325,1.75,0.0,0.0,2,1,9,0,0,0,1,0,2,0,3,172.72,180.34,145,28,28,0,0,-1,-1,0,0,1,0,-2,-2.54,-2.54,0,21.75,-1.75,4.333.333.333,,neither,U-DEC,,3.0,05:00,900.0
Joachim Christensen,Gadzhimurad Antigulov,USA,Blue,FALSE,Light Heavyweight,MALE,3,0,1,0,0.0,0.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,180.34,177.8,205,0,1,0,45.5,415,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,190.5,193.04,205,38,30,0,0,0,0,1,-4,0,-1,1,-10.16,-15.24,8,-45.5,1.0,1.0,,neither,SUB,Rear Naked Choke,1.0,02:21,141.0
Cub Swanson,Artem Lobov,USA,Red,FALSE,Featherweight,MALE,5,0,2,0,40.0,3.375,0.0,0.25,0.25,2,2,12,1,0,0,2,0,0,0,2,175.26,165.1,145,0,3,0,5.416.666.667,468.333.333,166.666.667,0.75,0.45,6,3,35,0,0,0,5,4,0,0,9,172.72,177.8,145,33,30,0,-1,-4,-7,1,-23,1,-4,0,2.54,-12.7,3,-1.416.666.667,-166.666.667,-0.5,,Red,U-DEC,,5.0,05:00,1500.0
Al Iaquinta,Diego Sanchez,USA,Red,FALSE,Lightweight,MALE,3,0,1,0,35.32,3.932,0.72,1.12,2.476,6,9,68,2,0,3,8,5,0,0,16,177.8,182.88,170,0,4,0,5.255.555.556,437.777.778,333.333.333,888.888.889,286.666.667,4,2,22,1,0,1,3,3,0,0,7,177.8,177.8,155,29,35,0,-3,2,9,-7,46,1,2,0,0.0,05.08,-6,-1.723.555.556,386.666.667,231.111.111,,Red,KO/TKO,Punch,1.0,01:38,98.0
Ovince Saint Preux,Marcos Rogerio de Lima,USA,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,1.216.666.667,593.333.333,0.5,0.0,0.0,2,2,6,0,0,0,0,3,1,0,4,185.42,190.5,253,3,0,0,2.883.333.333,494.166.667,166.666.667,666.666.667,305,4,5,30,1,1,0,1,4,1,0,7,190.5,203.2,205,34,31,3,1,-2,-3,3,-24,-1,-1,0,-5.08,-12.7,3,-1.666.666.666,333.333.333,-666.666.667,,Red,SUB,Other - Choke,2.0,02:11,431.0
John Dodson,Eddie Wineland,USA,Red,FALSE,Bantamweight,MALE,3,0,2,0,36.0,267,0.0,0.2,133,2,5,23,1,0,1,0,4,0,0,5,170.18,175.26,135,1,0,0,43.8,433,0.0,0.7,274,3,3,28,3,0,0,2,4,0,1,7,160.02,167.64,135,32,32,1,2,-1,-2,-2,-5,-2,-1,0,10.16,7.62,0,-7.8,0.0,-0.5,,Red,U-DEC,,3.0,05:00,900.0
Joe Lauzon,Stevie Ray,USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,29.8,428,0.6,0.4,266,3,1,12,0,0,1,1,2,0,0,4,177.8,177.8,155,0,1,0,2.108.695.652,428.695.652,1.217.391.304,1.217.391.304,402.173.913,3,9,46,0,0,1,1,4,7,1,14,177.8,180.34,155,32,27,0,0,0,-10,8,-34,0,-3,-7,0.0,-2.54,5,871.304.348,-617.391.304,-817.391.304,,neither,M-DEC,,3.0,05:00,900.0
Jake Ellenberger,Mike Perry,USA,Blue,FALSE,Welterweight,MALE,3,1,0,0,5.266.666.667,483.333.333,0.0,0.0,0.0,2,1,7,0,0,0,0,2,0,0,2,177.8,180.34,170,1,0,0,2.127.777.778,403.888.889,222.222.222,1.222.222.222,377.777.778,6,8,37,0,0,1,2,5,1,1,10,175.26,180.34,170,32,25,0,0,-4,-8,7,-30,0,-4,-1,2.54,0.0,7,3.138.888.889,-222.222.222,-1.222.222.222,,Red,KO/TKO,Elbow,2.0,01:05,365.0
Thales Leites,Sam Alvey,USA,Red,FALSE,Middleweight,MALE,3,0,4,0,29.4,526,0.1,0.0,0.0,4,3,19,0,0,0,2,4,1,0,7,187.96,190.5,205,1,0,0,2.429.411.765,400.588.235,1.0,1.823.529.412,294.117.647,5,6,45,1,0,1,3,2,5,0,11,185.42,198.12,185,35,30,1,4,-1,-4,3,-26,-1,2,-4,2.54,-7.62,5,510.588.235,-0.9,-1.823.529.412,,Red,U-DEC,,3.0,05:00,900.0
Dustin Ortiz,Brandon Moreno,USA,Blue,FALSE,Flyweight,MALE,3,0,2,0,31.0,545,1.0,3.0,0.69,2,0,4,0,0,1,0,0,1,0,2,170.18,177.8,125,0,1,0,44.0,457.777.778,111.111.111,2.333.333.333,296.666.667,2,4,27,0,0,3,0,2,0,0,5,165.1,165.1,125,28,23,0,1,0,-3,4,-23,0,-2,1,05.08,12.7,5,-13.0,888.888.889,666.666.667,,Red,SUB,Rear Naked Choke,2.0,04:06,546.0
